"Date","Price","Open","High","Low","Vol.","Change %"
"12/29/2023","12.00","12.10","12.10","12.00","7.60K","-0.83%"
"12/28/2023","12.10","13.00","13.00","12.00","5.31K","0.83%"
"12/27/2023","12.00","11.80","12.00","11.80","34.98K","5.26%"
"12/22/2023","11.40","12.00","12.00","11.40","83.36K","-5.00%"
"12/21/2023","12.00","12.10","12.10","11.90","57.11K","0.00%"
"12/20/2023","12.00","12.00","12.20","12.00","89.78K","-0.83%"
"12/19/2023","12.10","12.30","12.50","12.10","73.12K","-2.42%"
"12/18/2023","12.40","12.50","12.80","12.30","1.73K","-0.80%"
"12/15/2023","12.50","12.50","12.50","12.50","0.25K","0.00%"
"12/14/2023","12.50","12.70","12.70","12.50","6.15K","0.00%"
"12/13/2023","12.50","12.50","12.50","12.30","63.39K","-3.10%"
"12/12/2023","12.90","13.20","13.20","12.50","6.49K","3.20%"
"12/11/2023","12.50","13.00","13.00","12.50","2.06K","-3.85%"
"12/08/2023","13.00","13.30","13.30","12.50","1.18K","5.69%"
"12/07/2023","12.30","12.40","13.30","12.30","0.32K","0.00%"
"12/06/2023","12.30","13.10","13.10","12.30","1.42K","-5.38%"
"12/05/2023","13.00","13.10","13.10","12.00","118.42K","-3.70%"
"12/04/2023","13.50","13.60","13.60","13.00","16.79K","3.05%"
"12/01/2023","13.10","14.00","14.00","13.10","6.33K","-6.43%"
"11/30/2023","14.00","13.60","14.00","12.90","87.46K","6.87%"
"11/29/2023","13.10","13.40","13.50","13.10","1.13K","0.77%"
"11/28/2023","13.00","13.10","13.10","12.90","3.15K","-1.52%"
"11/24/2023","13.20","13.30","13.30","13.20","23.66K","-1.49%"
"11/23/2023","13.40","13.60","13.60","13.40","17.18K","-2.19%"
"11/22/2023","13.70","13.80","13.80","13.40","64.99K","-3.52%"
"11/21/2023","14.20","14.20","14.20","14.10","20.03K","2.90%"
"11/20/2023","13.80","14.20","14.20","13.80","1.54K","-4.83%"
"11/17/2023","14.50","14.40","14.50","14.00","5.19K","0.69%"
"11/16/2023","14.40","15.30","15.30","14.00","39.41K","-6.49%"
"11/15/2023","15.40","15.50","15.50","14.60","0.06K","0.00%"
"11/14/2023","15.40","15.40","15.40","14.60","3.78K","0.00%"
"11/13/2023","15.40","15.40","15.50","14.60","18.83K","4.76%"
"11/10/2023","14.70","14.60","14.70","14.40","3.33K","0.68%"
"11/09/2023","14.60","14.90","16.70","14.50","189.97K","1.39%"
"11/07/2023","14.40","15.20","15.20","14.30","16.00K","-0.69%"
"11/06/2023","14.50","16.00","16.00","14.50","1.00K","0.00%"
"11/03/2023","14.50","14.70","14.70","14.50","51.45K","-1.36%"
"11/02/2023","14.70","15.00","15.00","14.70","2.50K","0.68%"
"11/01/2023","14.60","14.60","14.60","14.60","0.35K","-1.35%"
"10/30/2023","14.80","14.50","14.90","14.50","0.15K","2.07%"
"10/27/2023","14.50","14.70","15.00","14.50","30.32K","-3.97%"
"10/26/2023","15.10","14.90","15.10","14.90","13.46K","0.67%"
"10/25/2023","15.00","15.50","15.50","15.00","280.28K","-0.66%"
"10/24/2023","15.10","15.50","15.50","15.10","91.22K","-1.95%"
"10/23/2023","15.40","15.20","15.50","15.20","2.42K","-2.53%"
"10/20/2023","15.80","15.80","15.80","15.80","0.01K","0.64%"
"10/19/2023","15.70","15.70","15.70","15.20","0.06K","0.00%"
"10/18/2023","15.70","15.90","16.00","15.20","3.99K","-1.26%"
"10/17/2023","15.90","16.10","16.10","15.90","2.02K","0.00%"
"10/16/2023","15.90","16.40","16.40","15.90","0.78K","-3.05%"
"10/13/2023","16.40","16.40","16.40","16.40","0.00K","3.80%"
"10/12/2023","15.80","16.50","16.50","15.70","22.02K","0.64%"
"10/11/2023","15.70","16.00","16.00","15.60","39.55K","-3.68%"
"10/10/2023","16.30","16.20","16.30","16.20","9.04K","4.49%"
"10/09/2023","15.60","16.10","16.10","15.50","44.55K","-3.11%"
"10/06/2023","16.10","16.70","16.70","16.10","24.81K","-2.42%"
"10/05/2023","16.50","16.50","16.60","16.40","195.11K","0.00%"
"10/04/2023","16.50","16.60","16.60","16.10","9.15K","2.48%"
"10/03/2023","16.10","16.20","16.60","16.10","66.22K","-0.62%"
"10/02/2023","16.20","16.60","16.60","16.20","41.95K","-2.99%"
"09/27/2023","16.70","16.90","16.90","16.60","2.20K","-1.18%"
"09/26/2023","16.90","16.60","16.90","16.60","20.30K","1.81%"
"09/25/2023","16.60","16.80","16.90","16.60","19.98K","0.00%"
"09/22/2023","16.60","16.90","17.00","16.60","3.18K","0.00%"
"09/21/2023","16.60","16.60","16.60","16.60","24.42K","0.00%"
"09/20/2023","16.60","16.70","16.90","16.60","68.00K","-1.78%"
"09/19/2023","16.90","16.80","16.90","16.40","119.94K","2.42%"
"09/18/2023","16.50","16.40","16.50","16.40","10.14K","-0.60%"
"09/15/2023","16.60","16.80","16.80","16.20","27.61K","0.61%"
"09/14/2023","16.50","16.90","16.90","16.40","1.63K","-0.60%"
"09/13/2023","16.60","16.70","16.90","16.50","3.20K","0.61%"
"09/12/2023","16.50","16.50","16.90","16.40","37.89K","1.23%"
"09/11/2023","16.30","17.00","17.00","16.20","15.21K","-1.21%"
"09/08/2023","16.50","17.00","17.00","16.40","3.02K","-1.79%"
"09/07/2023","16.80","16.40","16.80","16.20","107.09K","4.35%"
"09/06/2023","16.10","16.30","16.40","16.10","12.02K","-2.42%"
"09/05/2023","16.50","16.90","16.90","16.20","88.68K","0.00%"
"09/04/2023","16.50","16.90","16.90","16.40","11.58K","-4.07%"
"09/01/2023","17.20","16.40","17.20","16.40","126.66K","4.88%"
"08/31/2023","16.40","16.60","16.60","16.30","53.87K","-1.80%"
"08/29/2023","16.70","17.10","17.20","16.60","10.16K","-1.76%"
"08/28/2023","17.00","16.40","17.50","16.40","275.77K","4.29%"
"08/25/2023","16.30","15.70","16.40","15.70","5.77K","0.62%"
"08/24/2023","16.20","16.10","16.20","15.90","251.50K","1.25%"
"08/23/2023","16.00","15.90","16.10","15.70","203.15K","0.00%"
"08/22/2023","16.00","16.00","16.00","15.10","29.68K","-1.23%"
"08/21/2023","16.20","16.00","16.20","15.80","135.78K","1.25%"
"08/18/2023","16.00","15.60","16.10","15.60","474.87K","-1.84%"
"08/17/2023","16.30","16.00","16.60","16.00","452.02K","5.16%"
"08/16/2023","15.50","15.40","16.00","15.40","177.25K","0.65%"
"08/15/2023","15.40","15.40","16.40","15.30","16.36K","-2.53%"
"08/14/2023","15.80","15.50","15.80","15.20","306.80K","3.95%"
"08/11/2023","15.20","15.30","15.70","15.20","13.57K","-3.18%"
"08/10/2023","15.70","15.50","15.70","15.20","87.81K","0.00%"
"08/09/2023","15.70","15.90","15.90","15.00","170.41K","-1.26%"
"08/08/2023","15.90","15.70","15.90","15.60","151.82K","-0.63%"
"08/07/2023","16.00","15.80","16.20","15.60","295.45K","0.63%"
"08/04/2023","15.90","16.00","16.40","15.80","100.55K","-3.64%"
"08/03/2023","16.50","16.30","16.80","15.80","63.12K","1.23%"
"08/02/2023","16.30","15.60","16.30","15.60","908.65K","0.00%"
"07/31/2023","16.30","16.50","16.50","16.10","361.98K","-0.61%"
"07/28/2023","16.40","15.40","16.40","15.00","400.47K","5.81%"
"07/27/2023","15.50","15.50","15.60","15.50","11.16K","0.00%"
"07/26/2023","15.50","15.90","15.90","15.50","16.27K","0.00%"
"07/25/2023","15.50","15.50","15.80","15.50","83.39K","-0.64%"
"07/24/2023","15.60","15.50","15.90","15.50","90.70K","-0.64%"
"07/21/2023","15.70","15.60","15.80","15.50","138.11K","-1.88%"
"07/20/2023","16.00","16.20","16.20","15.60","107.21K","0.63%"
"07/19/2023","15.90","16.10","16.50","15.90","221.52K","-1.24%"
"07/18/2023","16.10","16.50","16.50","15.90","158.53K","-0.62%"
"07/17/2023","16.20","16.40","16.50","16.10","135.73K","-1.82%"
"07/14/2023","16.50","16.40","16.50","16.30","43.18K","0.00%"
"07/13/2023","16.50","16.30","16.70","16.30","80.93K","-1.20%"
"07/12/2023","16.70","16.50","16.80","16.40","327.60K","1.21%"
"07/11/2023","16.50","16.60","16.90","16.10","286.91K","-0.60%"
"07/10/2023","16.60","16.90","17.40","16.50","50.77K","-0.60%"
"07/07/2023","16.70","15.80","17.00","15.80","631.55K","5.03%"
"07/06/2023","15.90","15.70","15.90","15.20","107.03K","2.58%"
"07/05/2023","15.50","16.00","16.50","15.00","235.42K","-2.52%"
"07/04/2023","15.90","14.30","16.00","14.30","1.16M","11.97%"
"06/28/2023","14.20","13.90","14.20","13.70","110.90K","2.16%"
"06/27/2023","13.90","14.00","14.10","13.60","69.69K","-0.71%"
"06/26/2023","14.00","13.50","14.10","13.20","184.90K","2.94%"
"06/23/2023","13.60","13.70","13.70","13.60","3.89K","-0.73%"
"06/22/2023","13.70","13.70","13.70","13.60","14.20K","-1.44%"
"06/21/2023","13.90","13.60","13.90","13.60","4.94K","0.00%"
"06/20/2023","13.90","13.70","14.00","13.60","0.48K","0.00%"
"06/19/2023","13.90","13.70","13.90","13.70","6.89K","1.46%"
"06/16/2023","13.70","14.20","14.20","13.70","4.73K","-4.86%"
"06/15/2023","14.40","14.70","15.00","14.10","126.57K","-0.69%"
"06/14/2023","14.50","13.30","14.50","13.30","252.35K","8.21%"
"06/13/2023","13.40","13.40","14.00","13.40","15.97K","-4.29%"
"06/12/2023","14.00","13.00","14.00","13.00","98.86K","7.69%"
"06/09/2023","13.00","13.00","13.20","13.00","28.50K","0.00%"
"06/08/2023","13.00","13.00","13.20","12.80","105.32K","0.00%"
"06/07/2023","13.00","13.40","13.40","12.90","5.60K","-3.70%"
"06/06/2023","13.50","13.50","13.50","13.50","0.10K","3.05%"
"06/05/2023","13.10","13.00","13.20","12.80","80.06K","-0.76%"
"06/02/2023","13.20","12.60","13.20","12.60","81.31K","0.00%"
"06/01/2023","13.20","13.00","13.20","12.60","73.24K","2.33%"
"05/31/2023","12.90","12.60","12.90","12.50","12.58K","2.38%"
"05/30/2023","12.60","12.70","12.70","12.40","40.83K","-0.79%"
"05/29/2023","12.70","13.20","13.20","12.50","124.95K","-2.31%"
"05/26/2023","13.00","12.50","13.20","12.50","54.65K","0.00%"
"05/25/2023","13.00","12.40","13.20","12.20","195.64K","2.36%"
"05/24/2023","12.70","12.50","12.80","12.30","2.61K","5.83%"
"05/23/2023","12.00","12.00","12.40","12.00","64.14K","-4.76%"
"05/22/2023","12.60","11.40","12.60","11.40","305.91K","12.50%"
"05/19/2023","11.20","11.40","11.40","11.00","33.70K","-1.75%"
"05/18/2023","11.40","11.40","11.40","11.10","2.80K","3.64%"
"05/17/2023","11.00","10.90","11.40","10.90","9.26K","-3.51%"
"05/16/2023","11.40","11.90","11.90","11.00","103.61K","-0.87%"
"05/15/2023","11.50","11.90","11.90","11.50","12.86K","-3.36%"
"05/12/2023","11.90","12.00","12.00","11.00","76.78K","-4.03%"
"05/11/2023","12.40","12.40","12.90","12.20","24.76K","0.00%"
"05/10/2023","12.40","13.30","13.30","12.40","19.43K","-5.34%"
"05/09/2023","13.10","13.30","13.30","12.50","3.84K","-0.76%"
"05/08/2023","13.20","12.50","13.90","12.50","182.43K","-3.65%"
"05/04/2023","13.70","13.70","13.70","13.70","1.50K","5.38%"
"05/03/2023","13.00","12.50","14.00","12.50","12.48K","0.78%"
"05/02/2023","12.90","13.70","13.70","12.60","55.30K","-5.15%"
"04/28/2023","13.60","13.60","13.90","13.60","15.68K","-2.86%"
"04/27/2023","14.00","14.10","14.50","13.90","37.02K","-6.04%"
"04/26/2023","14.90","15.00","15.00","14.10","23.81K","4.20%"
"04/25/2023","14.30","14.50","15.50","14.10","61.59K","-4.67%"
"04/24/2023","15.00","14.60","15.10","14.60","66.68K","2.04%"
"04/21/2023","14.70","15.00","15.00","14.70","15.03K","-2.65%"
"04/20/2023","15.10","15.00","15.10","14.70","171.62K","0.67%"
"04/19/2023","15.00","15.30","15.30","14.70","4.22K","-0.66%"
"04/18/2023","15.10","14.90","15.50","14.50","150.91K","-1.31%"
"04/17/2023","15.30","15.30","15.80","15.30","114.09K","0.00%"
"04/12/2023","15.30","15.00","15.30","14.80","1.80M","2.68%"
"04/11/2023","14.90","14.50","14.90","14.50","36.64K","2.76%"
"04/10/2023","14.50","14.60","15.00","14.30","76.00K","-0.68%"
"04/06/2023","14.60","14.80","14.80","14.30","95.47K","-2.01%"
"04/04/2023","14.90","14.60","15.10","14.60","16.28K","-0.67%"
"04/03/2023","15.00","15.00","15.00","14.80","18.74K","0.00%"
"03/31/2023","15.00","15.00","15.30","14.80","29.34K","-0.66%"
"03/30/2023","15.10","15.50","15.50","15.00","87.38K","-1.31%"
"03/29/2023","15.30","14.50","15.70","14.00","663.59K","5.52%"
"03/28/2023","14.50","14.60","14.60","14.10","397.46K","-1.36%"
"03/27/2023","14.70","14.90","15.10","14.60","368.07K","-2.00%"
"03/24/2023","15.00","14.80","15.30","14.60","242.68K","0.67%"
"03/23/2023","14.90","15.20","15.60","14.80","275.66K","0.68%"
"03/22/2023","14.80","13.60","15.40","13.50","1.83M","8.82%"
"03/21/2023","13.60","13.60","13.70","13.30","41.75K","0.00%"
"03/20/2023","13.60","13.20","13.80","13.20","150.71K","3.03%"
"03/17/2023","13.20","13.00","13.40","12.70","1.03M","2.33%"
"03/16/2023","12.90","12.00","13.40","12.00","226.87K","7.50%"
"03/15/2023","12.00","12.20","12.60","12.00","82.93K","-1.64%"
"03/14/2023","12.20","12.50","12.60","12.20","79.37K","-1.61%"
"03/13/2023","12.40","12.70","12.80","12.00","173.22K","-0.80%"
"03/10/2023","12.50","13.10","13.10","12.50","130.85K","-3.85%"
"03/09/2023","13.00","12.80","13.10","12.40","209.32K","4.00%"
"03/08/2023","12.50","12.00","13.10","12.00","255.32K","3.31%"
"03/07/2023","12.10","12.40","12.40","12.00","312.48K","-1.63%"
"03/03/2023","12.30","12.20","12.70","12.20","235.67K","0.82%"
"03/02/2023","12.20","12.00","12.50","12.00","137.69K","1.67%"
"03/01/2023","12.00","12.10","12.30","12.00","15.99K","-1.64%"
"02/28/2023","12.20","11.50","12.30","11.50","144.65K","3.39%"
"02/27/2023","11.80","11.10","12.30","11.10","178.09K","-2.48%"
"02/24/2023","12.10","11.10","12.20","11.10","554.88K","5.22%"
"02/23/2023","11.50","11.20","11.60","11.00","162.28K","2.68%"
"02/22/2023","11.20","10.50","12.00","10.50","348.22K","5.66%"
"02/21/2023","10.60","10.70","10.70","10.20","13.87K","-2.75%"
"02/20/2023","10.90","9.60","10.90","9.60","279.53K","9.00%"
"02/17/2023","10.00","10.00","10.10","9.80","119.72K","0.00%"
"02/16/2023","10.00","9.60","10.20","9.60","388.89K","3.09%"
"02/15/2023","9.70","9.90","10.10","9.70","114.70K","-1.02%"
"02/14/2023","9.80","9.80","9.80","9.70","196.52K","0.00%"
"02/13/2023","9.80","9.80","10.00","9.70","193.51K","-2.97%"
"02/10/2023","10.10","10.00","10.10","9.80","109.90K","1.00%"
"02/09/2023","10.00","10.10","10.10","9.80","319.04K","-0.99%"
"02/08/2023","10.10","10.00","10.20","9.60","240.90K","-0.98%"
"02/07/2023","10.20","9.50","10.50","9.40","1.27M","7.37%"
"02/06/2023","9.50","9.10","9.50","9.10","689.17K","2.15%"
"02/03/2023","9.30","9.10","9.30","9.00","403.65K","3.33%"
"02/02/2023","9.00","9.10","9.20","8.90","342.39K","-1.10%"
"02/01/2023","9.10","9.10","9.10","8.90","25.00K","1.11%"
"01/31/2023","9.00","9.10","9.10","8.90","7.46K","0.00%"
"01/30/2023","9.00","8.80","9.00","8.80","37.96K","0.00%"
"01/27/2023","9.00","9.00","9.10","8.90","9.18K","0.00%"
"01/26/2023","9.00","8.90","9.10","8.80","41.39K","1.12%"
"01/25/2023","8.90","8.80","9.00","8.80","17.86K","-1.11%"
"01/24/2023","9.00","9.10","9.10","8.90","47.28K","0.00%"
"01/23/2023","9.00","8.90","9.20","8.60","55.11K","2.27%"
"01/20/2023","8.80","8.60","8.80","8.60","94.07K","1.15%"
"01/19/2023","8.70","8.70","8.70","8.40","26.83K","2.35%"
"01/18/2023","8.50","8.60","8.70","8.50","1.47K","-5.56%"
"01/17/2023","9.00","8.60","9.00","8.50","39.46K","4.65%"
"01/13/2023","8.60","8.50","8.70","8.50","12.23K","0.00%"
"01/12/2023","8.60","8.60","8.60","8.60","8.10K","0.00%"
"01/11/2023","8.60","8.70","8.70","8.50","2.82K","-1.15%"
"01/10/2023","8.70","8.50","8.90","8.50","17.13K","2.35%"
"01/09/2023","8.50","9.00","9.00","8.50","29.79K","-2.30%"
"01/05/2023","8.70","8.60","9.40","8.60","58.98K","4.82%"
"01/04/2023","8.30","8.60","8.60","8.20","29.56K","-3.49%"
"01/03/2023","8.60","8.60","8.60","8.40","45.87K","-1.15%"
"01/02/2023","8.70","8.50","8.70","8.50","33.88K","2.35%"
"12/30/2022","8.50","8.50","8.60","8.30","53.09K","0.00%"
"12/29/2022","8.50","8.80","8.80","8.50","22.98K","1.19%"
"12/28/2022","8.40","8.60","9.00","8.40","30.65K","-2.33%"
"12/27/2022","8.60","8.60","8.80","8.60","20.83K","-1.15%"
"12/23/2022","8.70","8.60","8.80","8.50","7.97K","-1.14%"
"12/22/2022","8.80","8.80","8.80","8.60","3.75K","0.00%"
"12/21/2022","8.80","8.60","8.80","8.60","0.75K","-1.12%"
"12/20/2022","8.90","8.80","8.90","8.60","15.59K","2.30%"
"12/19/2022","8.70","8.80","9.00","8.70","67.02K","-1.14%"
"12/16/2022","8.80","8.90","8.90","8.80","4.51K","-2.22%"
"12/15/2022","9.00","9.00","9.00","8.90","10.89K","1.12%"
"12/14/2022","8.90","9.00","9.00","8.90","7.18K","-1.11%"
"12/13/2022","9.00","9.00","9.00","8.90","2.93K","1.12%"
"12/12/2022","8.90","9.00","9.00","8.70","118.81K","0.00%"
"12/09/2022","8.90","8.90","8.90","8.70","21.43K","2.30%"
"12/08/2022","8.70","9.00","9.00","8.70","71.80K","-2.25%"
"12/06/2022","8.90","9.00","9.00","8.90","173.50K","-1.11%"
"12/05/2022","9.00","9.00","9.10","9.00","217.60K","-1.10%"
"12/02/2022","9.10","9.00","9.10","9.00","48.80K","0.00%"
"12/01/2022","9.10","9.10","9.10","9.00","56.87K","1.11%"
"11/30/2022","9.00","9.10","9.20","9.00","131.74K","-2.17%"
"11/29/2022","9.20","9.10","9.20","8.90","34.18K","0.00%"
"11/28/2022","9.20","9.00","9.20","8.70","29.47K","1.10%"
"11/25/2022","9.10","9.00","9.40","9.00","43.52K","3.41%"
"11/24/2022","8.80","9.10","9.10","8.70","9.15K","-2.22%"
"11/23/2022","9.00","8.50","9.20","8.50","107.28K","5.88%"
"11/22/2022","8.50","8.30","8.50","8.10","28.34K","3.66%"
"11/21/2022","8.20","8.30","8.50","8.00","41.97K","-3.53%"
"11/18/2022","8.50","8.50","8.50","8.00","27.39K","-1.16%"
"11/17/2022","8.60","8.80","8.80","8.40","42.53K","-3.37%"
"11/16/2022","8.90","9.20","9.20","8.80","511.76K","0.00%"
"11/15/2022","8.90","9.20","9.20","8.90","5.41K","-5.32%"
"11/14/2022","9.40","9.20","9.40","9.20","0.66K","0.00%"
"11/11/2022","9.40","9.20","9.90","9.20","15.05K","4.44%"
"11/10/2022","9.00","8.90","9.00","8.90","12.13K","1.12%"
"11/09/2022","8.90","9.00","9.00","8.90","18.36K","-1.11%"
"11/08/2022","9.00","9.00","9.00","8.90","37.20K","1.12%"
"11/04/2022","8.90","9.00","9.00","8.90","3.37K","-1.11%"
"11/03/2022","9.00","9.10","9.10","8.60","38.45K","0.00%"
"11/02/2022","9.00","9.10","9.10","8.90","76.45K","1.12%"
"11/01/2022","8.90","9.10","9.10","8.90","32.18K","-2.20%"
